index,query_request,intent
299,What do you mean by credit me $80 you took it out or Iâ¿¿ll still have to pay for it...I still see my total balance of $230 instead of the usual 134$,Billing
300,"My bill arrived showing an amount due of 454.57. Upon calling customer service I see that it was $286.97. However, the $80 credit promised to me has not been issued. According to the customer service rep there was no indication on my account that this cre",Billing
301,"Once again, thank you for the info. Still no good. The 5g network does show up in the list of both my wife's laptop and the TV but both still will not accept the password after 1) rebooting router, 2) rebooting both router and modem, 3) using cap G and sm",Internet
302,Optimum Voice: Private Outbound Calling (*67),Phone
303,The last three people before that failed completely as well,Phone
304,"I'll let you know, after I'm done talking to other service providers.",Appointment Related
305,"@OptimumHelp Hello. Iâ¿¿m having interference with my Optimum cable again. Split screen, interference & a black line straight down the middle. Can anything be done to fix this problem? Iâ¿¿m in Co-op City. Thank you. https://t.co/PCA875niZn",Video
306,Is it just once a year or like monthly?,Billing
307,This is absolutely ridiculous,Sales
308,"@OptimumHelp Rebooted both 4x. Just asking if there are reports in say the bayonne nj area. My svs is still down, Tvs are fine",Internet
309,DVR has stopped working on my installation.  When I press the DVR button the screen tells me that I need to upgrade my service.  It worked fine yesterday.  What is the problem?,Video
310,@OptimumHelp How can I get somebody to come and check for the issue? I've done the troubleshooting that the site posted but it does not solve our Internet Outage. It has been 3 days and I am tired of using my mobile hotspot when I am paying 60$ every mont,Internet
311,Do you have internet plans without contract,Sales
312,"Hello! I am trying to pay my bill online. But when I log in it says I cannot because I do not have the primary user ID. However, the log in I am using is the only one we were provided with so it should be the primary.",Account Related
313,Let me know if home phone port is activatedfor me,Phone
314,So why am I being asked to pay 300,Billing
315,"i have internet, my speeds are not proper though",Internet
316,FYI- that $10.00 DVR credit you promised me above in December never appeared on my last 2 bills.,Billing
317,I just tried from Opera browser and same result,Internet
318,Weâ¿¿ve tried what you said and doesnâ¿¿t work what is going on,Internet
319,"Hi, this is the cable account # 0785861032702 and the address is 37 center lane, Levittown NY",Internet
320,@FIGGALICIOUS @OptimumHelp @AlticeUSA @Altice @optimum True what can we do?  Look what they giving me now. https://t.co/8DcCLDshD2,Internet
321,Optimum Email: Create an Appointment,Internet
322,@OptimumHelp @Chris_Quartly An acknowledgment of whats happening in hudson county for the 3rd time today would be nice,Internet
323,yes all cable boxes. i tried what you told me-still nothing,Video
324,"I would like to see a channel lineup for my package of premier tv, int 400 and phone",Sales
325,Online Bill Pay: Confirming your Payments (Registered User),Billing
326,I now have RCN. How  do I coordinate dropping RCN and adding Optimum?,Sales
327,Activate the Voicemail on our home phone.,Phone
328,Ok thanks for looking into it. I was always told to not use the 5G unless I was directly next to the router. Is that wrong?,Internet
329,For the third time:  the mini WPS light is on steady,Video
330,Optimum App on Laptop: Search TV Listings,Video
331,I was charged $80.00 for a service charge I never ordered or asked for and it is on my bill.   I spoke with four different people and no one could get me to a supervisor.   I was mistakenly put on my bill and I want it credited.   Was disconnected 4 times,Billing
332,Trying to lower my monthly bill. Can you help? Any promotions currently going on? Iâ¿¿d like to remove my phone service as well.,Billing
333,Can we get the amazon prime video app on altice?,Video
334,Why are my services 298 per month. I just realized my friend has better service and channels and I pay almost 109$ more monthly. Many others do as well. I am prepared to cancel please call me,Billing
335,"Get Altice One with 220+ channels, 200 Mbps Internet and a $100 American Express gift card for $64.99 mo./3 yrs. guaranteed.",Billing
336,please do anything u can to fix then on your end. my internet is unusable at this point,Internet
337,The problem in my area still hasnâ¿¿t been fixed and you guys said at 1pm,Internet
338,"hi, I created an optimum ID yesterday but it's not working today.",Account Related
339,why was I charged $70.65 when I paid my via auto payment (SEE ATTACHMENT) 07866-125903-09-7. IT does not match what is on my account..??? https://t.co/sfE9ObiIQ3,Billing
340,Thatâ¿¿s because there are two homes at the address. My name is George Tsaparakis but I am most likely not on the account,Internet
341,Your advertisement is wrong... am only trying to get internet and sports channels.. which is supposed to be 74 a month but the total adds up to 122 a month,Sales
342,are these offer for existing customers,Sales
343,Smart Router: Settings (Resi),Internet
344,Okay. I would like to cancel my service,Billing
345,Voicemail: Use Custom Voicemail Greetings,Phone
346,An enhanced service you can provide to customers is to increase the amount of blocked calls allowed. Robo calls have increase exponentially and this would increase the value of our optimum subscription.,Phone
347,"Phone number associated with account is: 954-261-1541 and address is 16 fieldstone dr #369 hartsdale ny 10530



It wonâ¿¿t work on either tv and weâ¿¿ve restarted the box. This is ridiculous",Video
348,"And even if the issue is somehow on my end, I have the service protection plan anyway, so I donâ¿¿t need to be charged the $80",Billing
349,Would I be able to add myself as a authorized user ? Sounds like just a gimmick to have people be responsible for a deceased persons account/bill â¿¿seems like a lack of compassion for a grieving person.  Canâ¿¿t believe how hard it is to even get stuff d,Account Related
350,"hi optimum , ive been having wifi problems for weeks. ",Internet
351,I'm looking for a cheaper price thanks,Sales
352,I just tried this again today after experiencing the same slow speeds. This worked this last time but did not work today. The speeds are still slow.,Internet
353,Its a ripoff !!!!!,Billing
354,"Any update on issues being fixed?   When I try to pull up a specific email by tying name in box, it is ridiculously long to pull up said email.",Internet
355,"Hello. We have run into a conflict for our service appointment tomorrow (11-2).  Our home address is 22 Sycamore Court Highland Mills NY 10930.  Sorry for any inconvenience. Please let us know what the availability would be for next week.

Thanks,

Cliff Co",Appointment Related
356,It happened last night too. How long has it been an issue on ur end?,Video
357,it ssayss conected,Internet
358,can you tell me what the investigation results of the box? was it 5 years or 4 and a half.,Billing
359,Please do. Just need to kow if I need to wAit for him or not. Why the phone message is telling me â¿¿the technician is there?â¿,Appointment Related
360,@OptimumHelp internet has been pretty slow (20mbps down on a 100mbps service) but it seems like something in the system actually broke. Anyone with @optimum know whatâ¿¿s going on? Is it the #nyc Queens #Aliens again? https://t.co/q9vAf0d8VI,Internet
361,@OptimumHelp Iâ¿¿d rather save my time I know nothing will get resolved the problem is at the isp end cause yesterday it was amazing 40mb down 50mb up.,Internet
